preyID,Eaten_day,outcome,Rx,sal
7,1,1,0,17
8,1,1,0,17
9,1,1,0,17
10,1,1,0,17
1,1,1,0,20
2,1,1,0,20
3,1,1,0,20
4,1,1,0,20
5,1,1,0,20
6,1,1,0,20
7,1,1,0,20
8,1,1,0,20
9,1,1,0,20
10,2,1,0,20
1,1,1,0,23.1
2,1,1,0,23.1
3,1,1,0,23.1
4,1,1,0,23.1
5,1,1,0,23.1
6,1,1,0,23.1
7,1,1,0,23.1
8,1,1,0,23.1
9,1,1,0,23.1
10,1,1,0,23.1
1,1,1,0,27.1
2,1,1,0,27.1
3,1,1,0,27.1
4,1,1,0,27.1
5,1,1,0,27.1
6,1,1,0,27.1
7,1,1,0,27.1
8,1,1,0,27.1
9,1,1,0,27.1
10,2,1,0,27.1
1,1,1,0,29
2,1,1,0,29
3,1,1,0,29
4,1,1,0,29
5,1,1,0,29
6,1,1,0,29
7,1,1,0,29
8,1,1,0,29
9,2,1,0,29
10,2,1,0,29
1,1,1,0,34
2,1,1,0,34
3,1,1,0,34
4,1,1,0,34
5,1,1,0,34
6,1,1,0,34
7,1,1,0,34
8,1,1,0,34
9,1,1,0,34
10,1,1,0,34
1,1,1,0,35
2,1,1,0,35
3,1,1,0,35
4,1,1,0,35
5,1,1,0,35
6,1,1,0,35
7,1,1,0,35
8,1,1,0,35
9,1,1,0,35
10,1,1,0,35
1,1,1,0,37
2,1,1,0,37
3,1,1,0,37
4,1,1,0,37
5,1,1,0,37
6,1,1,0,37
7,1,1,0,37
8,1,1,0,37
9,1,1,0,37
10,4,1,0,37
1,1,1,0,41
2,1,1,0,41
3,1,1,0,41
4,1,1,0,41
5,1,1,0,41
6,1,1,0,41
7,1,1,0,41
8,1,1,0,41
9,1,1,0,41
10,2,1,0,41
1,1,1,0,42
2,1,1,0,42
3,1,1,0,42
4,1,1,0,42
5,1,1,0,42
6,1,1,0,42
7,1,1,0,42
8,2,1,0,42
9,3,1,0,42
10,3,1,0,42
1,1,1,0,43
2,1,1,0,43
3,1,1,0,43
4,1,1,0,43
5,1,1,0,43
6,1,1,0,43
7,1,1,0,43
8,1,1,0,43
9,1,1,0,43
10,1,1,0,43
1,1,1,0,45
2,1,1,0,45
3,1,1,0,45
4,1,1,0,45
5,1,1,0,45
6,1,1,0,45
7,1,1,0,45
8,1,1,0,45
9,1,1,0,45
10,1,1,0,45
1,1,1,0,47
2,1,1,0,47
3,1,1,0,47
4,1,1,0,47
5,1,1,0,47
6,1,1,0,47
7,1,1,0,47
8,1,1,0,47
9,1,1,0,47
10,1,1,0,47
1,1,1,6,4
2,1,1,6,4
3,1,1,6,4
4,1,1,6,4
5,1,1,6,4
6,1,1,6,4
7,1,1,6,4
8,1,1,6,4
9,1,1,6,4
10,1,1,6,4
1,1,1,6,6.1
2,1,1,6,6.1
3,1,1,6,6.1
4,1,1,6,6.1
5,1,1,6,6.1
6,1,1,6,6.1
7,1,1,6,6.1
8,1,1,6,6.1
9,1,1,6,6.1
10,1,1,6,6.1
1,1,1,6,7
2,1,1,6,7
3,1,1,6,7
4,1,1,6,7
5,1,1,6,7
6,1,1,6,7
7,1,1,6,7
8,1,1,6,7
9,1,1,6,7
10,1,1,6,7
1,1,1,6,9.1
2,1,1,6,9.1
3,1,1,6,9.1
4,1,1,6,9.1
5,1,1,6,9.1
6,1,1,6,9.1
7,1,1,6,9.1
8,1,1,6,9.1
9,1,1,6,9.1
10,3,1,6,9.1
1,1,1,6,10
2,1,1,6,10
3,1,1,6,10
4,1,1,6,10
5,1,1,6,10
6,1,1,6,10
7,1,1,6,10
8,1,1,6,10
9,3,1,6,10
10,7,1,6,10
1,1,1,6,18
2,1,1,6,18
3,1,1,6,18
4,1,1,6,18
5,1,1,6,18
6,1,1,6,18
7,1,1,6,18
8,1,1,6,18
9,1,1,6,18
10,5,1,6,18
1,1,1,6,19
2,1,1,6,19
3,1,1,6,19
4,1,1,6,19
5,1,1,6,19
6,1,1,6,19
7,1,1,6,19
8,1,1,6,19
9,1,1,6,19
10,1,1,6,19
1,2,1,6,21
2,2,1,6,21
3,2,1,6,21
4,2,1,6,21
5,2,1,6,21
6,3,1,6,21
7,3,1,6,21
8,4,1,6,21
9,4,1,6,21
10,4,1,6,21
1,1,1,6,22.1
2,1,1,6,22.1
3,1,1,6,22.1
4,1,1,6,22.1
5,1,1,6,22.1
6,1,1,6,22.1
7,1,1,6,22.1
8,1,1,6,22.1
9,1,1,6,22.1
10,1,1,6,22.1
1,1,1,6,24
2,1,1,6,24
3,1,1,6,24
4,1,1,6,24
5,1,1,6,24
6,1,1,6,24
7,1,1,6,24
8,1,1,6,24
9,2,1,6,24
10,3,1,6,24
1,1,1,6,25.1
2,1,1,6,25.1
3,1,1,6,25.1
4,1,1,6,25.1
5,1,1,6,25.1
6,1,1,6,25.1
7,1,1,6,25.1
8,1,1,6,25.1
9,1,1,6,25.1
10,1,1,6,25.1
1,1,1,6,25.2
2,1,1,6,25.2
3,1,1,6,25.2
4,1,1,6,25.2
5,1,1,6,25.2
6,1,1,6,25.2
7,1,1,6,25.2
8,1,1,6,25.2
9,1,1,6,25.2
10,1,1,6,25.2
1,1,1,6,26
2,1,1,6,26
3,1,1,6,26
4,1,1,6,26
5,1,1,6,26
6,1,1,6,26
7,1,1,6,26
8,1,1,6,26
9,1,1,6,26
10,3,1,6,26
1,1,1,6,28
2,1,1,6,28
3,1,1,6,28
4,1,1,6,28
5,1,1,6,28
6,1,1,6,28
7,1,1,6,28
8,1,1,6,28
9,1,1,6,28
10,2,1,6,28
1,1,1,6,30
2,1,1,6,30
3,1,1,6,30
4,1,1,6,30
5,1,1,6,30
6,1,1,6,30
7,1,1,6,30
8,1,1,6,30
9,1,1,6,30
10,1,1,6,30
1,1,1,6,31
2,1,1,6,31
3,1,1,6,31
4,1,1,6,31
5,1,1,6,31
6,1,1,6,31
7,1,1,6,31
8,1,1,6,31
9,2,1,6,31
10,2,1,6,31
1,1,1,6,32
2,1,1,6,32
3,1,1,6,32
4,1,1,6,32
5,1,1,6,32
6,1,1,6,32
7,1,1,6,32
8,1,1,6,32
9,1,1,6,32
10,1,1,6,32
1,1,1,6,33
2,1,1,6,33
3,1,1,6,33
4,1,1,6,33
5,1,1,6,33
6,1,1,6,33
7,1,1,6,33
8,1,1,6,33
9,1,1,6,33
10,1,1,6,33
1,1,1,6,36
2,1,1,6,36
3,1,1,6,36
4,1,1,6,36
5,1,1,6,36
6,1,1,6,36
7,1,1,6,36
8,1,1,6,36
9,1,1,6,36
10,4,1,6,36
1,1,1,6,38
2,1,1,6,38
3,1,1,6,38
4,1,1,6,38
5,1,1,6,38
6,1,1,6,38
7,1,1,6,38
8,1,1,6,38
9,1,1,6,38
10,4,1,6,38
1,1,1,6,39
2,1,1,6,39
3,1,1,6,39
4,1,1,6,39
5,1,1,6,39
6,1,1,6,39
7,1,1,6,39
8,1,1,6,39
9,1,1,6,39
10,1,1,6,39
1,1,1,6,40
2,1,1,6,40
3,1,1,6,40
4,1,1,6,40
5,1,1,6,40
6,1,1,6,40
7,1,1,6,40
8,1,1,6,40
9,1,1,6,40
10,1,1,6,40
1,1,1,6,44.1
2,1,1,6,44.1
3,1,1,6,44.1
4,1,1,6,44.1
5,1,1,6,44.1
6,1,1,6,44.1
7,1,1,6,44.1
8,1,1,6,44.1
9,1,1,6,44.1
10,4,1,6,44.1
1,1,1,6,44.2
2,1,1,6,44.2
3,1,1,6,44.2
4,1,1,6,44.2
5,1,1,6,44.2
6,1,1,6,44.2
7,1,1,6,44.2
8,1,1,6,44.2
9,1,1,6,44.2
10,1,1,6,44.2
1,1,1,6,46
2,1,1,6,46
3,1,1,6,46
4,1,1,6,46
5,1,1,6,46
6,2,1,6,46
7,3,1,6,46
8,3,1,6,46
9,4,1,6,46
10,6,1,6,46
1,1,1,6,48
2,1,1,6,48
3,1,1,6,48
4,1,1,6,48
5,1,1,6,48
6,1,1,6,48
7,1,1,6,48
8,1,1,6,48
9,1,1,6,48
10,2,1,6,48
1,1,1,12,9.2
2,1,1,12,9.2
3,1,1,12,9.2
4,1,1,12,9.2
5,1,1,12,9.2
6,1,1,12,9.2
7,1,1,12,9.2
8,1,1,12,9.2
9,1,1,12,9.2
10,1,1,12,9.2
1,1,1,12,15.2
2,1,1,12,15.2
3,1,1,12,15.2
4,1,1,12,15.2
5,1,1,12,15.2
6,1,1,12,15.2
7,1,1,12,15.2
8,1,1,12,15.2
9,1,1,12,15.2
10,1,1,12,15.2
1,1,1,18,6.2
2,1,1,18,6.2
3,1,1,18,6.2
4,1,1,18,6.2
5,1,1,18,6.2
6,1,1,18,6.2
7,2,1,18,6.2
8,2,1,18,6.2
9,2,1,18,6.2
10,2,1,18,6.2
1,1,1,18,22.2
2,1,1,18,22.2
3,1,1,18,22.2
4,1,1,18,22.2
5,1,1,18,22.2
6,1,1,18,22.2
7,1,1,18,22.2
8,1,1,18,22.2
9,1,1,18,22.2
10,2,1,18,22.2
1,1,1,18,23.2
2,1,1,18,23.2
3,1,1,18,23.2
4,1,1,18,23.2
5,1,1,18,23.2
6,1,1,18,23.2
7,1,1,18,23.2
8,1,1,18,23.2
9,1,1,18,23.2
10,1,1,18,23.2
1,1,1,18,27
2,1,1,18,27
3,1,1,18,27
4,1,1,18,27
5,1,1,18,27
6,1,1,18,27
7,1,1,18,27
8,2,1,18,27
9,2,1,18,27
10,2,1,18,27
